datetime (UTC),"coordinates (lat,lon)",model (name),model elevation (surface),utc_offset (hrs),temperature (degC),relative_humidity (0-1),wind_speed (m/s),surface_solar_radiation (W/m^2),surface_thermal_radiation (W/m^2)
2019-03-14 04:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,6.11,0.97,5.14,0.00,321.11
2019-03-14 05:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,5.57,0.97,4.54,0.00,323.56
2019-03-14 06:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,5.45,0.98,3.76,0.00,323.74
2019-03-14 07:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,5.59,0.98,3.32,0.00,333.37
2019-03-14 08:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,5.22,0.99,3.34,0.00,335.52
2019-03-14 09:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,4.65,1.00,2.99,0.00,333.32
2019-03-14 10:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,4.60,0.99,2.73,0.00,329.96
2019-03-14 11:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,4.30,0.99,2.47,0.00,305.04
2019-03-14 12:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,4.33,0.98,2.12,0.00,317.27
2019-03-14 13:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,4.31,0.98,2.16,5.54,318.09
2019-03-14 14:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,4.38,0.97,2.05,55.52,321.24
2019-03-14 15:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,4.02,0.95,1.73,104.01,324.27
2019-03-14 16:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,4.57,0.93,1.20,125.47,334.19
2019-03-14 17:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,4.51,0.92,1.31,104.35,336.26
2019-03-14 18:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,4.50,0.91,1.76,141.73,336.93
2019-03-14 19:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,4.91,0.92,3.04,145.34,338.64
2019-03-14 20:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,4.26,0.92,4.71,81.88,336.43
2019-03-14 21:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,3.39,0.92,5.80,95.97,334.45
2019-03-14 22:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,2.91,0.91,6.34,58.63,330.21
2019-03-14 23:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,2.70,0.87,6.63,37.82,326.20
2019-03-15 00:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,2.33,0.86,6.76,15.29,321.64
2019-03-15 01:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,2.35,0.86,6.88,0.47,318.21
2019-03-15 02:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,2.26,0.84,6.92,0.00,313.53
2019-03-15 03:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,1.81,0.81,6.94,0.00,311.07
2019-03-15 04:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,1.51,0.82,6.85,0.00,311.35
2019-03-15 05:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,1.20,0.81,6.80,0.00,309.62
2019-03-15 06:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,0.93,0.80,7.01,0.00,308.21
2019-03-15 07:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,0.82,0.78,7.15,0.00,292.06
2019-03-15 08:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,0.35,0.77,6.85,0.00,281.40
2019-03-15 09:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-0.39,0.77,6.82,0.00,290.20
2019-03-15 10:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-1.05,0.76,6.28,0.00,287.55
2019-03-15 11:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-1.16,0.76,6.20,0.00,287.15
2019-03-15 12:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-1.39,0.76,6.27,0.00,276.76
2019-03-15 13:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-1.87,0.74,6.17,7.99,267.90
2019-03-15 14:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-1.57,0.70,5.53,112.23,249.61
2019-03-15 15:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-0.83,0.65,6.53,299.69,234.27
2019-03-15 16:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,0.12,0.62,6.38,484.33,215.60
2019-03-15 17:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,1.18,0.58,6.59,648.30,214.67
2019-03-15 18:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,1.60,0.58,7.62,709.91,223.54
2019-03-15 19:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,1.59,0.59,7.63,620.83,256.31
2019-03-15 20:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,1.43,0.59,7.73,609.80,248.34
2019-03-15 21:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,1.45,0.57,7.81,541.98,247.44
2019-03-15 22:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,0.87,0.55,7.14,392.20,248.60
2019-03-15 23:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,0.70,0.57,5.44,194.51,254.68
2019-03-16 00:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,0.34,0.60,4.66,97.99,226.05
2019-03-16 01:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-0.37,0.65,4.39,2.58,218.55
2019-03-16 02:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-1.04,0.68,4.52,0.00,208.47
2019-03-16 03:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-1.90,0.70,4.59,0.00,209.16
2019-03-16 04:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-2.31,0.71,4.28,0.00,200.72
2019-03-16 05:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-3.49,0.74,3.74,0.00,203.88
2019-03-16 06:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-3.83,0.76,3.36,0.00,223.74
2019-03-16 07:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-3.76,0.76,3.20,0.00,205.17
2019-03-16 08:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-3.84,0.76,3.07,0.00,200.56
2019-03-16 09:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-5.47,0.82,2.97,0.00,203.77
2019-03-16 10:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-7.09,0.82,2.77,0.00,201.93
2019-03-16 11:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-7.14,0.83,2.47,0.00,203.51
2019-03-16 12:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-7.57,0.84,2.24,0.00,200.13
2019-03-16 13:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-7.95,0.85,2.03,14.67,190.04
2019-03-16 14:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-6.24,0.81,2.10,149.81,205.85
2019-03-16 15:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-3.55,0.69,1.83,308.89,208.97
2019-03-16 16:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-2.23,0.62,2.36,497.67,206.39
2019-03-16 17:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-1.43,0.58,2.15,622.77,219.47
2019-03-16 18:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-0.87,0.56,2.06,709.08,218.77
2019-03-16 19:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-0.26,0.53,2.13,755.32,207.34
2019-03-16 20:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,0.31,0.52,2.37,716.97,211.20
2019-03-16 21:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,0.56,0.51,2.74,619.83,210.04
2019-03-16 22:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,0.46,0.52,2.13,471.91,211.89
2019-03-16 23:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,0.29,0.54,2.33,291.64,210.35
2019-03-17 00:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-0.49,0.60,1.94,103.99,212.04
2019-03-17 01:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-1.36,0.66,2.47,3.09,210.41
2019-03-17 02:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-1.66,0.68,2.79,0.00,207.27
2019-03-17 03:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-2.83,0.73,3.00,0.00,207.17
2019-03-17 04:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-3.10,0.75,2.96,0.00,207.27
2019-03-17 05:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-4.66,0.81,2.72,0.00,201.24
2019-03-17 06:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-5.86,0.83,2.66,0.00,200.07
2019-03-17 07:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-5.81,0.83,2.53,0.00,198.06
2019-03-17 08:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-6.49,0.83,2.34,0.00,196.87
2019-03-17 09:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-7.78,0.84,1.95,0.00,197.54
2019-03-17 10:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-7.25,0.88,2.44,0.00,198.81
2019-03-17 11:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-8.28,0.89,2.07,0.00,198.88
2019-03-17 12:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-7.01,0.88,1.75,0.00,201.41
2019-03-17 13:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-4.99,0.88,1.99,14.60,218.97
2019-03-17 14:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-3.96,0.88,2.19,130.44,232.86
2019-03-17 15:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-1.89,0.83,2.16,276.47,248.73
2019-03-17 16:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-1.22,0.81,2.38,371.73,245.14
2019-03-17 17:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,0.25,0.77,2.58,596.09,240.49
2019-03-17 18:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,1.01,0.75,2.54,694.93,238.26
2019-03-17 19:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,2.10,0.71,2.53,726.78,236.89
2019-03-17 20:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,2.70,0.68,2.68,666.97,250.73
2019-03-17 21:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,3.23,0.65,3.09,508.37,262.33
2019-03-17 22:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,3.26,0.65,2.66,356.98,274.07
2019-03-17 23:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,2.89,0.68,2.06,210.06,272.92
2019-03-18 00:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,2.53,0.71,1.48,80.34,270.15
2019-03-18 01:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,1.83,0.75,1.46,3.00,263.22
2019-03-18 02:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,1.13,0.77,1.48,0.00,260.07
2019-03-18 03:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-0.23,0.83,1.56,0.00,255.61
2019-03-18 04:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-0.83,0.84,1.51,0.00,256.63
2019-03-18 05:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-1.46,0.86,1.60,0.00,262.39
2019-03-18 06:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-1.68,0.87,1.85,0.00,269.37
2019-03-18 07:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-1.22,0.86,2.13,0.00,266.08
2019-03-18 08:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-1.53,0.88,2.33,0.00,272.01
2019-03-18 09:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-2.55,0.91,2.30,0.00,266.91
2019-03-18 10:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-3.38,0.91,2.34,0.00,265.77
2019-03-18 11:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-3.50,0.91,1.99,0.00,263.91
2019-03-18 12:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-4.28,0.93,2.14,0.00,236.94
2019-03-18 13:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-4.10,0.92,2.60,16.53,231.16
2019-03-18 14:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-3.04,0.89,2.36,146.32,223.19
2019-03-18 15:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-0.68,0.79,2.30,297.02,230.84
2019-03-18 16:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,0.55,0.76,2.36,496.07,236.94
2019-03-18 17:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,2.01,0.71,2.60,638.89,227.18
2019-03-18 18:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,3.03,0.65,2.71,733.29,223.32
2019-03-18 19:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,3.52,0.61,3.28,769.29,227.06
2019-03-18 20:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,3.82,0.58,3.98,687.49,237.59
2019-03-18 21:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,4.02,0.57,4.26,549.13,256.53
2019-03-18 22:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,3.82,0.55,3.73,323.91,276.67
2019-03-18 23:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,3.38,0.60,3.07,200.60,263.12
2019-03-19 00:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,2.72,0.66,2.23,84.64,246.32
2019-03-19 01:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,1.88,0.74,2.53,3.66,237.46
2019-03-19 02:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,1.37,0.78,2.71,0.00,235.34
2019-03-19 03:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,0.51,0.81,2.68,0.00,233.19
2019-03-19 04:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,0.51,0.82,2.40,0.00,241.86
2019-03-19 05:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-0.26,0.84,1.84,0.00,236.31
2019-03-19 06:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-0.47,0.85,1.88,0.00,243.74
2019-03-19 07:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-0.63,0.83,2.56,0.00,248.72
2019-03-19 08:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-0.36,0.80,3.19,0.00,246.76
2019-03-19 09:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-0.57,0.75,3.33,0.00,236.39
2019-03-19 10:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-0.16,0.75,3.53,0.00,234.47
2019-03-19 11:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-0.22,0.74,3.49,0.00,224.61
2019-03-19 12:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-0.59,0.75,3.34,0.00,219.71
2019-03-19 13:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-0.30,0.74,3.40,20.89,222.79
2019-03-19 14:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,1.03,0.69,3.54,160.82,225.72
2019-03-19 15:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,3.91,0.58,4.18,346.36,231.06
2019-03-19 16:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,5.39,0.54,4.54,505.34,237.21
2019-03-19 17:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,6.05,0.51,4.52,651.25,238.52
2019-03-19 18:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,6.43,0.52,4.41,731.25,240.69
2019-03-19 19:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,6.76,0.51,4.26,743.57,250.26
2019-03-19 20:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,7.11,0.52,4.24,702.36,247.17
2019-03-19 21:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,7.51,0.53,4.34,613.77,249.10
2019-03-19 22:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,7.23,0.56,3.75,466.99,248.61
2019-03-19 23:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,6.92,0.58,3.42,297.16,246.88
2019-03-20 00:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,5.92,0.64,2.87,115.26,243.37
2019-03-20 01:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,4.73,0.73,3.11,4.79,241.14
2019-03-20 02:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,3.86,0.77,3.28,0.00,247.25
2019-03-20 03:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,2.75,0.82,3.38,0.00,250.13
2019-03-20 04:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,2.40,0.83,3.40,0.00,245.50
2019-03-20 05:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,1.10,0.87,3.58,0.00,240.99
2019-03-20 06:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,1.17,0.87,3.88,0.00,243.41
2019-03-20 07:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,1.06,0.89,4.07,0.00,245.23
2019-03-20 08:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,0.82,0.90,4.26,0.00,251.53
2019-03-20 09:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,0.00,0.92,4.40,0.00,260.17
2019-03-20 10:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,0.95,0.86,4.29,0.00,286.69
2019-03-20 11:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,1.14,0.84,4.50,0.00,294.70
2019-03-20 12:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,1.30,0.82,4.58,0.00,290.40
2019-03-20 13:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,1.35,0.82,4.66,15.20,283.94
2019-03-20 14:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,1.74,0.79,4.33,127.78,260.95
2019-03-20 15:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,3.26,0.73,4.70,294.04,251.86
2019-03-20 16:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,4.45,0.70,4.43,495.43,252.06
2019-03-20 17:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,5.44,0.67,4.67,580.07,256.93
2019-03-20 18:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,6.68,0.63,5.31,670.57,259.06
2019-03-20 19:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,7.29,0.60,5.74,685.71,277.39
2019-03-20 20:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,7.77,0.55,5.96,517.20,304.75
2019-03-20 21:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,7.72,0.53,5.99,351.98,306.60
2019-03-20 22:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,6.51,0.59,5.21,253.15,316.00
2019-03-20 23:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,6.19,0.60,4.74,165.38,308.30
2019-03-21 00:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,5.81,0.61,3.85,55.26,310.52
2019-03-21 01:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,5.60,0.61,3.36,2.90,309.62
2019-03-21 02:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,4.98,0.64,3.24,0.00,312.20
2019-03-21 03:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,4.06,0.67,3.15,0.00,298.73
2019-03-21 04:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,3.77,0.69,3.15,0.00,284.66
2019-03-21 05:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,2.86,0.73,3.18,0.00,262.43
2019-03-21 06:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,2.68,0.76,3.06,0.00,250.57
2019-03-21 07:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,2.51,0.78,2.89,0.00,228.44
2019-03-21 08:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,1.93,0.79,2.72,0.00,228.24
2019-03-21 09:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,0.44,0.84,2.50,0.00,229.09
2019-03-21 10:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-0.74,0.86,2.31,0.00,225.59
2019-03-21 11:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-0.75,0.86,1.90,0.00,223.25
2019-03-21 12:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-1.06,0.86,2.02,0.00,221.57
2019-03-21 13:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-0.84,0.87,2.61,26.77,221.99
2019-03-21 14:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,0.81,0.80,2.89,181.04,224.10
2019-03-21 15:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,3.81,0.68,3.37,369.92,228.03
2019-03-21 16:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,4.85,0.65,4.15,540.76,231.91
2019-03-21 17:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,6.02,0.61,4.55,670.44,236.60
2019-03-21 18:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,7.05,0.57,4.95,748.56,241.25
2019-03-21 19:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,7.49,0.57,5.36,762.52,249.79
2019-03-21 20:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,8.69,0.56,5.74,720.28,255.10
2019-03-21 21:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,9.05,0.55,5.91,624.99,257.49
2019-03-21 22:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,8.81,0.61,5.17,484.20,256.84
2019-03-21 23:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,8.58,0.62,4.34,309.70,254.41
2019-03-22 00:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,8.01,0.65,3.75,124.84,250.06
2019-03-22 01:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,6.99,0.72,4.01,6.70,242.12
2019-03-22 02:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,5.43,0.76,4.18,0.00,236.93
2019-03-22 03:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,4.34,0.78,4.34,0.00,233.29
2019-03-22 04:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,3.71,0.78,4.29,0.00,230.76
2019-03-22 05:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,2.73,0.76,4.27,0.00,228.41
2019-03-22 06:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,2.64,0.74,4.28,0.00,226.25
2019-03-22 07:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,2.37,0.73,4.15,0.00,224.37
2019-03-22 08:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,1.93,0.74,3.89,0.00,223.73
2019-03-22 09:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,0.75,0.78,3.63,0.00,223.03
2019-03-22 10:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-0.49,0.81,2.59,0.00,221.97
2019-03-22 11:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-0.75,0.83,2.44,0.00,222.09
2019-03-22 12:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-0.76,0.83,2.64,0.00,220.11
2019-03-22 13:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-0.05,0.81,2.77,29.87,220.73
2019-03-22 14:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,1.39,0.76,2.72,189.01,220.02
2019-03-22 15:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,4.33,0.63,3.00,378.73,223.10
2019-03-22 16:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,5.49,0.56,3.16,529.09,242.82
2019-03-22 17:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,6.38,0.52,2.75,596.25,254.81
2019-03-22 18:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,6.90,0.49,2.24,736.08,246.32
2019-03-22 19:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,7.31,0.47,2.26,778.00,239.44
2019-03-22 20:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,7.99,0.42,2.29,738.61,242.74
2019-03-22 21:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,8.44,0.40,1.80,642.44,243.69
2019-03-22 22:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,8.53,0.38,1.64,497.39,244.42
2019-03-22 23:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,8.35,0.39,1.73,318.47,243.72
2019-03-23 00:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,7.27,0.47,1.97,130.08,240.90
2019-03-23 01:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,5.75,0.50,2.57,7.71,236.59
2019-03-23 02:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,3.25,0.60,2.13,0.00,233.10
2019-03-23 03:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,1.61,0.63,2.09,0.00,229.39
2019-03-23 04:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,0.95,0.65,2.07,0.00,226.38
2019-03-23 05:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-0.29,0.69,1.93,0.00,224.21
2019-03-23 06:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-0.74,0.72,1.94,0.00,222.81
2019-03-23 07:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-0.90,0.74,1.92,0.00,218.79
2019-03-23 08:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-0.98,0.74,1.93,0.00,217.57
2019-03-23 09:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-1.99,0.77,2.05,0.00,216.36
2019-03-23 10:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-2.85,0.80,1.99,0.00,214.85
2019-03-23 11:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-2.79,0.80,1.89,0.00,213.55
2019-03-23 12:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-2.73,0.80,2.04,0.00,212.86
2019-03-23 13:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-2.08,0.81,2.32,34.24,213.04
2019-03-23 14:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,0.44,0.73,2.04,200.10,215.13
2019-03-23 15:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,4.50,0.60,2.07,393.68,219.30
2019-03-23 16:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,6.65,0.54,2.43,566.38,224.79
2019-03-23 17:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,8.13,0.48,1.80,698.27,230.23
2019-03-23 18:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,9.06,0.45,1.77,778.18,234.85
2019-03-23 19:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,9.91,0.42,2.20,796.70,239.28
2019-03-23 20:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,10.61,0.41,1.81,753.78,244.03
2019-03-23 21:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,11.53,0.39,1.95,655.81,246.93
